#i;ra;ec;corners
3389;3.020000e+02;-3.200000e+01;[[300.000000, -34.000000], [304.000000,-34.000000], [304.000000,-30.000000], [300.000000, -30.000000]]
3390;3.020000e+02;-2.800000e+01;[[300.000000, -30.000000], [304.000000,-30.000000], [304.000000,-26.000000], [300.000000, -26.000000]]
3391;3.020000e+02;-2.400000e+01;[[300.000000, -26.000000], [304.000000,-26.000000], [304.000000,-22.000000], [300.000000, -22.000000]]
3392;3.020000e+02;-2.000000e+01;[[300.000000, -22.000000], [304.000000,-22.000000], [304.000000,-18.000000], [300.000000, -18.000000]]
3393;3.020000e+02;-1.600000e+01;[[300.000000, -18.000000], [304.000000,-18.000000], [304.000000,-14.000000], [300.000000, -14.000000]]
3394;3.020000e+02;-1.200000e+01;[[300.000000, -14.000000], [304.000000,-14.000000], [304.000000,-10.000000], [300.000000, -10.000000]]
3395;3.020000e+02;-8.000000e+00;[[300.000000, -10.000000], [304.000000,-10.000000], [304.000000,-6.000000], [300.000000, -6.000000]]
3396;3.020000e+02;-4.000000e+00;[[300.000000, -6.000000], [304.000000,-6.000000], [304.000000,-2.000000], [300.000000, -2.000000]]
3397;3.020000e+02;0.000000e+00;[[300.000000, -2.000000], [304.000000,-2.000000], [304.000000,2.000000], [300.000000, 2.000000]]
3398;3.020000e+02;4.000000e+00;[[300.000000, 2.000000], [304.000000,2.000000], [304.000000,6.000000], [300.000000, 6.000000]]
3399;3.020000e+02;8.000000e+00;[[300.000000, 6.000000], [304.000000,6.000000], [304.000000,10.000000], [300.000000, 10.000000]]
3400;3.020000e+02;1.200000e+01;[[300.000000, 10.000000], [304.000000,10.000000], [304.000000,14.000000], [300.000000, 14.000000]]
3401;3.020000e+02;1.600000e+01;[[300.000000, 14.000000], [304.000000,14.000000], [304.000000,18.000000], [300.000000, 18.000000]]
3402;3.020000e+02;2.000000e+01;[[300.000000, 18.000000], [304.000000,18.000000], [304.000000,22.000000], [300.000000, 22.000000]]
3403;3.020000e+02;2.400000e+01;[[300.000000, 22.000000], [304.000000,22.000000], [304.000000,26.000000], [300.000000, 26.000000]]
3404;3.020000e+02;2.800000e+01;[[300.000000, 26.000000], [304.000000,26.000000], [304.000000,30.000000], [300.000000, 30.000000]]
3405;3.020000e+02;3.200000e+01;[[300.000000, 30.000000], [304.000000,30.000000], [304.000000,34.000000], [300.000000, 34.000000]]
3406;3.020000e+02;3.600000e+01;[[300.000000, 34.000000], [304.000000,34.000000], [304.000000,38.000000], [300.000000, 38.000000]]
3407;3.020000e+02;4.000000e+01;[[300.000000, 38.000000], [304.000000,38.000000], [304.000000,42.000000], [300.000000, 42.000000]]
3408;3.020000e+02;4.400000e+01;[[300.000000, 42.000000], [304.000000,42.000000], [304.000000,46.000000], [300.000000, 46.000000]]
3409;3.020000e+02;4.800000e+01;[[300.000000, 46.000000], [304.000000,46.000000], [304.000000,50.000000], [300.000000, 50.000000]]
3410;3.020000e+02;5.200000e+01;[[300.000000, 50.000000], [304.000000,50.000000], [304.000000,54.000000], [300.000000, 54.000000]]
3411;3.020000e+02;5.600000e+01;[[300.000000, 54.000000], [304.000000,54.000000], [304.000000,58.000000], [300.000000, 58.000000]]
3412;3.020000e+02;6.000000e+01;[[300.000000, 58.000000], [304.000000,58.000000], [304.000000,62.000000], [300.000000, 62.000000]]
3413;3.020000e+02;6.400000e+01;[[300.000000, 62.000000], [304.000000,62.000000], [304.000000,66.000000], [300.000000, 66.000000]]
3414;3.020000e+02;6.800000e+01;[[300.000000, 66.000000], [304.000000,66.000000], [304.000000,70.000000], [300.000000, 70.000000]]
3415;3.020000e+02;7.200000e+01;[[300.000000, 70.000000], [304.000000,70.000000], [304.000000,74.000000], [300.000000, 74.000000]]
3416;3.020000e+02;7.600000e+01;[[300.000000, 74.000000], [304.000000,74.000000], [304.000000,78.000000], [300.000000, 78.000000]]
3417;3.020000e+02;8.000000e+01;[[300.000000, 78.000000], [304.000000,78.000000], [304.000000,82.000000], [300.000000, 82.000000]]
3418;3.020000e+02;8.400000e+01;[[300.000000, 82.000000], [304.000000,82.000000], [304.000000,86.000000], [300.000000, 86.000000]]
3419;3.020000e+02;8.800000e+01;[[300.000000, 86.000000], [304.000000,86.000000], [304.000000,90.000000], [300.000000, 90.000000]]
3420;3.060000e+02;-8.800000e+01;[[304.000000, -90.000000], [308.000000,-90.000000], [308.000000,-86.000000], [304.000000, -86.000000]]
3421;3.060000e+02;-8.400000e+01;[[304.000000, -86.000000], [308.000000,-86.000000], [308.000000,-82.000000], [304.000000, -82.000000]]
3422;3.060000e+02;-8.000000e+01;[[304.000000, -82.000000], [308.000000,-82.000000], [308.000000,-78.000000], [304.000000, -78.000000]]
3423;3.060000e+02;-7.600000e+01;[[304.000000, -78.000000], [308.000000,-78.000000], [308.000000,-74.000000], [304.000000, -74.000000]]
3424;3.060000e+02;-7.200000e+01;[[304.000000, -74.000000], [308.000000,-74.000000], [308.000000,-70.000000], [304.000000, -70.000000]]
3425;3.060000e+02;-6.800000e+01;[[304.000000, -70.000000], [308.000000,-70.000000], [308.000000,-66.000000], [304.000000, -66.000000]]
3426;3.060000e+02;-6.400000e+01;[[304.000000, -66.000000], [308.000000,-66.000000], [308.000000,-62.000000], [304.000000, -62.000000]]
3427;3.060000e+02;-6.000000e+01;[[304.000000, -62.000000], [308.000000,-62.000000], [308.000000,-58.000000], [304.000000, -58.000000]]
3428;3.060000e+02;-5.600000e+01;[[304.000000, -58.000000], [308.000000,-58.000000], [308.000000,-54.000000], [304.000000, -54.000000]]
3429;3.060000e+02;-5.200000e+01;[[304.000000, -54.000000], [308.000000,-54.000000], [308.000000,-50.000000], [304.000000, -50.000000]]
3430;3.060000e+02;-4.800000e+01;[[304.000000, -50.000000], [308.000000,-50.000000], [308.000000,-46.000000], [304.000000, -46.000000]]
3431;3.060000e+02;-4.400000e+01;[[304.000000, -46.000000], [308.000000,-46.000000], [308.000000,-42.000000], [304.000000, -42.000000]]
3432;3.060000e+02;-4.000000e+01;[[304.000000, -42.000000], [308.000000,-42.000000], [308.000000,-38.000000], [304.000000, -38.000000]]
3433;3.060000e+02;-3.600000e+01;[[304.000000, -38.000000], [308.000000,-38.000000], [308.000000,-34.000000], [304.000000, -34.000000]]
3434;3.060000e+02;-3.200000e+01;[[304.000000, -34.000000], [308.000000,-34.000000], [308.000000,-30.000000], [304.000000, -30.000000]]
3435;3.060000e+02;-2.800000e+01;[[304.000000, -30.000000], [308.000000,-30.000000], [308.000000,-26.000000], [304.000000, -26.000000]]
3436;3.060000e+02;-2.400000e+01;[[304.000000, -26.000000], [308.000000,-26.000000], [308.000000,-22.000000], [304.000000, -22.000000]]
3437;3.060000e+02;-2.000000e+01;[[304.000000, -22.000000], [308.000000,-22.000000], [308.000000,-18.000000], [304.000000, -18.000000]]
3438;3.060000e+02;-1.600000e+01;[[304.000000, -18.000000], [308.000000,-18.000000], [308.000000,-14.000000], [304.000000, -14.000000]]
3439;3.060000e+02;-1.200000e+01;[[304.000000, -14.000000], [308.000000,-14.000000], [308.000000,-10.000000], [304.000000, -10.000000]]
3440;3.060000e+02;-8.000000e+00;[[304.000000, -10.000000], [308.000000,-10.000000], [308.000000,-6.000000], [304.000000, -6.000000]]
3441;3.060000e+02;-4.000000e+00;[[304.000000, -6.000000], [308.000000,-6.000000], [308.000000,-2.000000], [304.000000, -2.000000]]
3442;3.060000e+02;0.000000e+00;[[304.000000, -2.000000], [308.000000,-2.000000], [308.000000,2.000000], [304.000000, 2.000000]]
3443;3.060000e+02;4.000000e+00;[[304.000000, 2.000000], [308.000000,2.000000], [308.000000,6.000000], [304.000000, 6.000000]]
3444;3.060000e+02;8.000000e+00;[[304.000000, 6.000000], [308.000000,6.000000], [308.000000,10.000000], [304.000000, 10.000000]]
3445;3.060000e+02;1.200000e+01;[[304.000000, 10.000000], [308.000000,10.000000], [308.000000,14.000000], [304.000000, 14.000000]]
3446;3.060000e+02;1.600000e+01;[[304.000000, 14.000000], [308.000000,14.000000], [308.000000,18.000000], [304.000000, 18.000000]]
3447;3.060000e+02;2.000000e+01;[[304.000000, 18.000000], [308.000000,18.000000], [308.000000,22.000000], [304.000000, 22.000000]]
3448;3.060000e+02;2.400000e+01;[[304.000000, 22.000000], [308.000000,22.000000], [308.000000,26.000000], [304.000000, 26.000000]]
3449;3.060000e+02;2.800000e+01;[[304.000000, 26.000000], [308.000000,26.000000], [308.000000,30.000000], [304.000000, 30.000000]]
3450;3.060000e+02;3.200000e+01;[[304.000000, 30.000000], [308.000000,30.000000], [308.000000,34.000000], [304.000000, 34.000000]]
3451;3.060000e+02;3.600000e+01;[[304.000000, 34.000000], [308.000000,34.000000], [308.000000,38.000000], [304.000000, 38.000000]]
3452;3.060000e+02;4.000000e+01;[[304.000000, 38.000000], [308.000000,38.000000], [308.000000,42.000000], [304.000000, 42.000000]]
3453;3.060000e+02;4.400000e+01;[[304.000000, 42.000000], [308.000000,42.000000], [308.000000,46.000000], [304.000000, 46.000000]]
3454;3.060000e+02;4.800000e+01;[[304.000000, 46.000000], [308.000000,46.000000], [308.000000,50.000000], [304.000000, 50.000000]]
3455;3.060000e+02;5.200000e+01;[[304.000000, 50.000000], [308.000000,50.000000], [308.000000,54.000000], [304.000000, 54.000000]]
3456;3.060000e+02;5.600000e+01;[[304.000000, 54.000000], [308.000000,54.000000], [308.000000,58.000000], [304.000000, 58.000000]]
3457;3.060000e+02;6.000000e+01;[[304.000000, 58.000000], [308.000000,58.000000], [308.000000,62.000000], [304.000000, 62.000000]]
3458;3.060000e+02;6.400000e+01;[[304.000000, 62.000000], [308.000000,62.000000], [308.000000,66.000000], [304.000000, 66.000000]]
3459;3.060000e+02;6.800000e+01;[[304.000000, 66.000000], [308.000000,66.000000], [308.000000,70.000000], [304.000000, 70.000000]]
3460;3.060000e+02;7.200000e+01;[[304.000000, 70.000000], [308.000000,70.000000], [308.000000,74.000000], [304.000000, 74.000000]]
3461;3.060000e+02;7.600000e+01;[[304.000000, 74.000000], [308.000000,74.000000], [308.000000,78.000000], [304.000000, 78.000000]]
3462;3.060000e+02;8.000000e+01;[[304.000000, 78.000000], [308.000000,78.000000], [308.000000,82.000000], [304.000000, 82.000000]]
3463;3.060000e+02;8.400000e+01;[[304.000000, 82.000000], [308.000000,82.000000], [308.000000,86.000000], [304.000000, 86.000000]]
3464;3.060000e+02;8.800000e+01;[[304.000000, 86.000000], [308.000000,86.000000], [308.000000,90.000000], [304.000000, 90.000000]]
3465;3.100000e+02;-8.800000e+01;[[308.000000, -90.000000], [312.000000,-90.000000], [312.000000,-86.000000], [308.000000, -86.000000]]
3466;3.100000e+02;-8.400000e+01;[[308.000000, -86.000000], [312.000000,-86.000000], [312.000000,-82.000000], [308.000000, -82.000000]]
3467;3.100000e+02;-8.000000e+01;[[308.000000, -82.000000], [312.000000,-82.000000], [312.000000,-78.000000], [308.000000, -78.000000]]
3468;3.100000e+02;-7.600000e+01;[[308.000000, -78.000000], [312.000000,-78.000000], [312.000000,-74.000000], [308.000000, -74.000000]]
3469;3.100000e+02;-7.200000e+01;[[308.000000, -74.000000], [312.000000,-74.000000], [312.000000,-70.000000], [308.000000, -70.000000]]
3470;3.100000e+02;-6.800000e+01;[[308.000000, -70.000000], [312.000000,-70.000000], [312.000000,-66.000000], [308.000000, -66.000000]]
3471;3.100000e+02;-6.400000e+01;[[308.000000, -66.000000], [312.000000,-66.000000], [312.000000,-62.000000], [308.000000, -62.000000]]
3472;3.100000e+02;-6.000000e+01;[[308.000000, -62.000000], [312.000000,-62.000000], [312.000000,-58.000000], [308.000000, -58.000000]]
3473;3.100000e+02;-5.600000e+01;[[308.000000, -58.000000], [312.000000,-58.000000], [312.000000,-54.000000], [308.000000, -54.000000]]
3474;3.100000e+02;-5.200000e+01;[[308.000000, -54.000000], [312.000000,-54.000000], [312.000000,-50.000000], [308.000000, -50.000000]]
3475;3.100000e+02;-4.800000e+01;[[308.000000, -50.000000], [312.000000,-50.000000], [312.000000,-46.000000], [308.000000, -46.000000]]
3476;3.100000e+02;-4.400000e+01;[[308.000000, -46.000000], [312.000000,-46.000000], [312.000000,-42.000000], [308.000000, -42.000000]]
3477;3.100000e+02;-4.000000e+01;[[308.000000, -42.000000], [312.000000,-42.000000], [312.000000,-38.000000], [308.000000, -38.000000]]
3478;3.100000e+02;-3.600000e+01;[[308.000000, -38.000000], [312.000000,-38.000000], [312.000000,-34.000000], [308.000000, -34.000000]]
3479;3.100000e+02;-3.200000e+01;[[308.000000, -34.000000], [312.000000,-34.000000], [312.000000,-30.000000], [308.000000, -30.000000]]
3480;3.100000e+02;-2.800000e+01;[[308.000000, -30.000000], [312.000000,-30.000000], [312.000000,-26.000000], [308.000000, -26.000000]]
3481;3.100000e+02;-2.400000e+01;[[308.000000, -26.000000], [312.000000,-26.000000], [312.000000,-22.000000], [308.000000, -22.000000]]
3482;3.100000e+02;-2.000000e+01;[[308.000000, -22.000000], [312.000000,-22.000000], [312.000000,-18.000000], [308.000000, -18.000000]]
3483;3.100000e+02;-1.600000e+01;[[308.000000, -18.000000], [312.000000,-18.000000], [312.000000,-14.000000], [308.000000, -14.000000]]
3484;3.100000e+02;-1.200000e+01;[[308.000000, -14.000000], [312.000000,-14.000000], [312.000000,-10.000000], [308.000000, -10.000000]]
3485;3.100000e+02;-8.000000e+00;[[308.000000, -10.000000], [312.000000,-10.000000], [312.000000,-6.000000], [308.000000, -6.000000]]
3486;3.100000e+02;-4.000000e+00;[[308.000000, -6.000000], [312.000000,-6.000000], [312.000000,-2.000000], [308.000000, -2.000000]]
3487;3.100000e+02;0.000000e+00;[[308.000000, -2.000000], [312.000000,-2.000000], [312.000000,2.000000], [308.000000, 2.000000]]
3488;3.100000e+02;4.000000e+00;[[308.000000, 2.000000], [312.000000,2.000000], [312.000000,6.000000], [308.000000, 6.000000]]
3489;3.100000e+02;8.000000e+00;[[308.000000, 6.000000], [312.000000,6.000000], [312.000000,10.000000], [308.000000, 10.000000]]
3490;3.100000e+02;1.200000e+01;[[308.000000, 10.000000], [312.000000,10.000000], [312.000000,14.000000], [308.000000, 14.000000]]
3491;3.100000e+02;1.600000e+01;[[308.000000, 14.000000], [312.000000,14.000000], [312.000000,18.000000], [308.000000, 18.000000]]
3492;3.100000e+02;2.000000e+01;[[308.000000, 18.000000], [312.000000,18.000000], [312.000000,22.000000], [308.000000, 22.000000]]
3493;3.100000e+02;2.400000e+01;[[308.000000, 22.000000], [312.000000,22.000000], [312.000000,26.000000], [308.000000, 26.000000]]
3494;3.100000e+02;2.800000e+01;[[308.000000, 26.000000], [312.000000,26.000000], [312.000000,30.000000], [308.000000, 30.000000]]
3495;3.100000e+02;3.200000e+01;[[308.000000, 30.000000], [312.000000,30.000000], [312.000000,34.000000], [308.000000, 34.000000]]
3496;3.100000e+02;3.600000e+01;[[308.000000, 34.000000], [312.000000,34.000000], [312.000000,38.000000], [308.000000, 38.000000]]
3497;3.100000e+02;4.000000e+01;[[308.000000, 38.000000], [312.000000,38.000000], [312.000000,42.000000], [308.000000, 42.000000]]
3498;3.100000e+02;4.400000e+01;[[308.000000, 42.000000], [312.000000,42.000000], [312.000000,46.000000], [308.000000, 46.000000]]
3499;3.100000e+02;4.800000e+01;[[308.000000, 46.000000], [312.000000,46.000000], [312.000000,50.000000], [308.000000, 50.000000]]
3500;3.100000e+02;5.200000e+01;[[308.000000, 50.000000], [312.000000,50.000000], [312.000000,54.000000], [308.000000, 54.000000]]
3501;3.100000e+02;5.600000e+01;[[308.000000, 54.000000], [312.000000,54.000000], [312.000000,58.000000], [308.000000, 58.000000]]
3502;3.100000e+02;6.000000e+01;[[308.000000, 58.000000], [312.000000,58.000000], [312.000000,62.000000], [308.000000, 62.000000]]
3503;3.100000e+02;6.400000e+01;[[308.000000, 62.000000], [312.000000,62.000000], [312.000000,66.000000], [308.000000, 66.000000]]
3504;3.100000e+02;6.800000e+01;[[308.000000, 66.000000], [312.000000,66.000000], [312.000000,70.000000], [308.000000, 70.000000]]
3505;3.100000e+02;7.200000e+01;[[308.000000, 70.000000], [312.000000,70.000000], [312.000000,74.000000], [308.000000, 74.000000]]
3506;3.100000e+02;7.600000e+01;[[308.000000, 74.000000], [312.000000,74.000000], [312.000000,78.000000], [308.000000, 78.000000]]
3507;3.100000e+02;8.000000e+01;[[308.000000, 78.000000], [312.000000,78.000000], [312.000000,82.000000], [308.000000, 82.000000]]
3508;3.100000e+02;8.400000e+01;[[308.000000, 82.000000], [312.000000,82.000000], [312.000000,86.000000], [308.000000, 86.000000]]
3510;3.140000e+02;-8.800000e+01;[[312.000000, -90.000000], [316.000000,-90.000000], [316.000000,-86.000000], [312.000000, -86.000000]]
3511;3.140000e+02;-8.400000e+01;[[312.000000, -86.000000], [316.000000,-86.000000], [316.000000,-82.000000], [312.000000, -82.000000]]
3512;3.140000e+02;-8.000000e+01;[[312.000000, -82.000000], [316.000000,-82.000000], [316.000000,-78.000000], [312.000000, -78.000000]]
3513;3.140000e+02;-7.600000e+01;[[312.000000, -78.000000], [316.000000,-78.000000], [316.000000,-74.000000], [312.000000, -74.000000]]
3514;3.140000e+02;-7.200000e+01;[[312.000000, -74.000000], [316.000000,-74.000000], [316.000000,-70.000000], [312.000000, -70.000000]]
3515;3.140000e+02;-6.800000e+01;[[312.000000, -70.000000], [316.000000,-70.000000], [316.000000,-66.000000], [312.000000, -66.000000]]
3516;3.140000e+02;-6.400000e+01;[[312.000000, -66.000000], [316.000000,-66.000000], [316.000000,-62.000000], [312.000000, -62.000000]]
3517;3.140000e+02;-6.000000e+01;[[312.000000, -62.000000], [316.000000,-62.000000], [316.000000,-58.000000], [312.000000, -58.000000]]
3518;3.140000e+02;-5.600000e+01;[[312.000000, -58.000000], [316.000000,-58.000000], [316.000000,-54.000000], [312.000000, -54.000000]]
3519;3.140000e+02;-5.200000e+01;[[312.000000, -54.000000], [316.000000,-54.000000], [316.000000,-50.000000], [312.000000, -50.000000]]
3520;3.140000e+02;-4.800000e+01;[[312.000000, -50.000000], [316.000000,-50.000000], [316.000000,-46.000000], [312.000000, -46.000000]]
3521;3.140000e+02;-4.400000e+01;[[312.000000, -46.000000], [316.000000,-46.000000], [316.000000,-42.000000], [312.000000, -42.000000]]
3522;3.140000e+02;-4.000000e+01;[[312.000000, -42.000000], [316.000000,-42.000000], [316.000000,-38.000000], [312.000000, -38.000000]]
3523;3.140000e+02;-3.600000e+01;[[312.000000, -38.000000], [316.000000,-38.000000], [316.000000,-34.000000], [312.000000, -34.000000]]
3524;3.140000e+02;-3.200000e+01;[[312.000000, -34.000000], [316.000000,-34.000000], [316.000000,-30.000000], [312.000000, -30.000000]]
3525;3.140000e+02;-2.800000e+01;[[312.000000, -30.000000], [316.000000,-30.000000], [316.000000,-26.000000], [312.000000, -26.000000]]
3526;3.140000e+02;-2.400000e+01;[[312.000000, -26.000000], [316.000000,-26.000000], [316.000000,-22.000000], [312.000000, -22.000000]]
3527;3.140000e+02;-2.000000e+01;[[312.000000, -22.000000], [316.000000,-22.000000], [316.000000,-18.000000], [312.000000, -18.000000]]
3528;3.140000e+02;-1.600000e+01;[[312.000000, -18.000000], [316.000000,-18.000000], [316.000000,-14.000000], [312.000000, -14.000000]]
3529;3.140000e+02;-1.200000e+01;[[312.000000, -14.000000], [316.000000,-14.000000], [316.000000,-10.000000], [312.000000, -10.000000]]
