#i;ra;ec;corners
202;1.800000e+01;0.000000e+00;[[16.000000, -2.000000], [20.000000,-2.000000], [20.000000,2.000000], [16.000000, 2.000000]]
203;1.800000e+01;4.000000e+00;[[16.000000, 2.000000], [20.000000,2.000000], [20.000000,6.000000], [16.000000, 6.000000]]
204;1.800000e+01;8.000000e+00;[[16.000000, 6.000000], [20.000000,6.000000], [20.000000,10.000000], [16.000000, 10.000000]]
205;1.800000e+01;1.200000e+01;[[16.000000, 10.000000], [20.000000,10.000000], [20.000000,14.000000], [16.000000, 14.000000]]
206;1.800000e+01;1.600000e+01;[[16.000000, 14.000000], [20.000000,14.000000], [20.000000,18.000000], [16.000000, 18.000000]]
207;1.800000e+01;2.000000e+01;[[16.000000, 18.000000], [20.000000,18.000000], [20.000000,22.000000], [16.000000, 22.000000]]
208;1.800000e+01;2.400000e+01;[[16.000000, 22.000000], [20.000000,22.000000], [20.000000,26.000000], [16.000000, 26.000000]]
209;1.800000e+01;2.800000e+01;[[16.000000, 26.000000], [20.000000,26.000000], [20.000000,30.000000], [16.000000, 30.000000]]
210;1.800000e+01;3.200000e+01;[[16.000000, 30.000000], [20.000000,30.000000], [20.000000,34.000000], [16.000000, 34.000000]]
211;1.800000e+01;3.600000e+01;[[16.000000, 34.000000], [20.000000,34.000000], [20.000000,38.000000], [16.000000, 38.000000]]
212;1.800000e+01;4.000000e+01;[[16.000000, 38.000000], [20.000000,38.000000], [20.000000,42.000000], [16.000000, 42.000000]]
213;1.800000e+01;4.400000e+01;[[16.000000, 42.000000], [20.000000,42.000000], [20.000000,46.000000], [16.000000, 46.000000]]
214;1.800000e+01;4.800000e+01;[[16.000000, 46.000000], [20.000000,46.000000], [20.000000,50.000000], [16.000000, 50.000000]]
215;1.800000e+01;5.200000e+01;[[16.000000, 50.000000], [20.000000,50.000000], [20.000000,54.000000], [16.000000, 54.000000]]
216;1.800000e+01;5.600000e+01;[[16.000000, 54.000000], [20.000000,54.000000], [20.000000,58.000000], [16.000000, 58.000000]]
217;1.800000e+01;6.000000e+01;[[16.000000, 58.000000], [20.000000,58.000000], [20.000000,62.000000], [16.000000, 62.000000]]
218;1.800000e+01;6.400000e+01;[[16.000000, 62.000000], [20.000000,62.000000], [20.000000,66.000000], [16.000000, 66.000000]]
219;1.800000e+01;6.800000e+01;[[16.000000, 66.000000], [20.000000,66.000000], [20.000000,70.000000], [16.000000, 70.000000]]
220;1.800000e+01;7.200000e+01;[[16.000000, 70.000000], [20.000000,70.000000], [20.000000,74.000000], [16.000000, 74.000000]]
221;1.800000e+01;7.600000e+01;[[16.000000, 74.000000], [20.000000,74.000000], [20.000000,78.000000], [16.000000, 78.000000]]
222;1.800000e+01;8.000000e+01;[[16.000000, 78.000000], [20.000000,78.000000], [20.000000,82.000000], [16.000000, 82.000000]]
223;1.800000e+01;8.400000e+01;[[16.000000, 82.000000], [20.000000,82.000000], [20.000000,86.000000], [16.000000, 86.000000]]
224;1.800000e+01;8.800000e+01;[[16.000000, 86.000000], [20.000000,86.000000], [20.000000,90.000000], [16.000000, 90.000000]]
225;2.200000e+01;-8.800000e+01;[[20.000000, -90.000000], [24.000000,-90.000000], [24.000000,-86.000000], [20.000000, -86.000000]]
226;2.200000e+01;-8.400000e+01;[[20.000000, -86.000000], [24.000000,-86.000000], [24.000000,-82.000000], [20.000000, -82.000000]]
227;2.200000e+01;-8.000000e+01;[[20.000000, -82.000000], [24.000000,-82.000000], [24.000000,-78.000000], [20.000000, -78.000000]]
228;2.200000e+01;-7.600000e+01;[[20.000000, -78.000000], [24.000000,-78.000000], [24.000000,-74.000000], [20.000000, -74.000000]]
229;2.200000e+01;-7.200000e+01;[[20.000000, -74.000000], [24.000000,-74.000000], [24.000000,-70.000000], [20.000000, -70.000000]]
230;2.200000e+01;-6.800000e+01;[[20.000000, -70.000000], [24.000000,-70.000000], [24.000000,-66.000000], [20.000000, -66.000000]]
231;2.200000e+01;-6.400000e+01;[[20.000000, -66.000000], [24.000000,-66.000000], [24.000000,-62.000000], [20.000000, -62.000000]]
232;2.200000e+01;-6.000000e+01;[[20.000000, -62.000000], [24.000000,-62.000000], [24.000000,-58.000000], [20.000000, -58.000000]]
233;2.200000e+01;-5.600000e+01;[[20.000000, -58.000000], [24.000000,-58.000000], [24.000000,-54.000000], [20.000000, -54.000000]]
234;2.200000e+01;-5.200000e+01;[[20.000000, -54.000000], [24.000000,-54.000000], [24.000000,-50.000000], [20.000000, -50.000000]]
235;2.200000e+01;-4.800000e+01;[[20.000000, -50.000000], [24.000000,-50.000000], [24.000000,-46.000000], [20.000000, -46.000000]]
236;2.200000e+01;-4.400000e+01;[[20.000000, -46.000000], [24.000000,-46.000000], [24.000000,-42.000000], [20.000000, -42.000000]]
237;2.200000e+01;-4.000000e+01;[[20.000000, -42.000000], [24.000000,-42.000000], [24.000000,-38.000000], [20.000000, -38.000000]]
238;2.200000e+01;-3.600000e+01;[[20.000000, -38.000000], [24.000000,-38.000000], [24.000000,-34.000000], [20.000000, -34.000000]]
239;2.200000e+01;-3.200000e+01;[[20.000000, -34.000000], [24.000000,-34.000000], [24.000000,-30.000000], [20.000000, -30.000000]]
240;2.200000e+01;-2.800000e+01;[[20.000000, -30.000000], [24.000000,-30.000000], [24.000000,-26.000000], [20.000000, -26.000000]]
241;2.200000e+01;-2.400000e+01;[[20.000000, -26.000000], [24.000000,-26.000000], [24.000000,-22.000000], [20.000000, -22.000000]]
242;2.200000e+01;-2.000000e+01;[[20.000000, -22.000000], [24.000000,-22.000000], [24.000000,-18.000000], [20.000000, -18.000000]]
243;2.200000e+01;-1.600000e+01;[[20.000000, -18.000000], [24.000000,-18.000000], [24.000000,-14.000000], [20.000000, -14.000000]]
244;2.200000e+01;-1.200000e+01;[[20.000000, -14.000000], [24.000000,-14.000000], [24.000000,-10.000000], [20.000000, -10.000000]]
245;2.200000e+01;-8.000000e+00;[[20.000000, -10.000000], [24.000000,-10.000000], [24.000000,-6.000000], [20.000000, -6.000000]]
246;2.200000e+01;-4.000000e+00;[[20.000000, -6.000000], [24.000000,-6.000000], [24.000000,-2.000000], [20.000000, -2.000000]]
247;2.200000e+01;0.000000e+00;[[20.000000, -2.000000], [24.000000,-2.000000], [24.000000,2.000000], [20.000000, 2.000000]]
248;2.200000e+01;4.000000e+00;[[20.000000, 2.000000], [24.000000,2.000000], [24.000000,6.000000], [20.000000, 6.000000]]
249;2.200000e+01;8.000000e+00;[[20.000000, 6.000000], [24.000000,6.000000], [24.000000,10.000000], [20.000000, 10.000000]]
250;2.200000e+01;1.200000e+01;[[20.000000, 10.000000], [24.000000,10.000000], [24.000000,14.000000], [20.000000, 14.000000]]
251;2.200000e+01;1.600000e+01;[[20.000000, 14.000000], [24.000000,14.000000], [24.000000,18.000000], [20.000000, 18.000000]]
252;2.200000e+01;2.000000e+01;[[20.000000, 18.000000], [24.000000,18.000000], [24.000000,22.000000], [20.000000, 22.000000]]
253;2.200000e+01;2.400000e+01;[[20.000000, 22.000000], [24.000000,22.000000], [24.000000,26.000000], [20.000000, 26.000000]]
254;2.200000e+01;2.800000e+01;[[20.000000, 26.000000], [24.000000,26.000000], [24.000000,30.000000], [20.000000, 30.000000]]
255;2.200000e+01;3.200000e+01;[[20.000000, 30.000000], [24.000000,30.000000], [24.000000,34.000000], [20.000000, 34.000000]]
256;2.200000e+01;3.600000e+01;[[20.000000, 34.000000], [24.000000,34.000000], [24.000000,38.000000], [20.000000, 38.000000]]
257;2.200000e+01;4.000000e+01;[[20.000000, 38.000000], [24.000000,38.000000], [24.000000,42.000000], [20.000000, 42.000000]]
258;2.200000e+01;4.400000e+01;[[20.000000, 42.000000], [24.000000,42.000000], [24.000000,46.000000], [20.000000, 46.000000]]
259;2.200000e+01;4.800000e+01;[[20.000000, 46.000000], [24.000000,46.000000], [24.000000,50.000000], [20.000000, 50.000000]]
260;2.200000e+01;5.200000e+01;[[20.000000, 50.000000], [24.000000,50.000000], [24.000000,54.000000], [20.000000, 54.000000]]
261;2.200000e+01;5.600000e+01;[[20.000000, 54.000000], [24.000000,54.000000], [24.000000,58.000000], [20.000000, 58.000000]]
262;2.200000e+01;6.000000e+01;[[20.000000, 58.000000], [24.000000,58.000000], [24.000000,62.000000], [20.000000, 62.000000]]
263;2.200000e+01;6.400000e+01;[[20.000000, 62.000000], [24.000000,62.000000], [24.000000,66.000000], [20.000000, 66.000000]]
264;2.200000e+01;6.800000e+01;[[20.000000, 66.000000], [24.000000,66.000000], [24.000000,70.000000], [20.000000, 70.000000]]
265;2.200000e+01;7.200000e+01;[[20.000000, 70.000000], [24.000000,70.000000], [24.000000,74.000000], [20.000000, 74.000000]]
266;2.200000e+01;7.600000e+01;[[20.000000, 74.000000], [24.000000,74.000000], [24.000000,78.000000], [20.000000, 78.000000]]
267;2.200000e+01;8.000000e+01;[[20.000000, 78.000000], [24.000000,78.000000], [24.000000,82.000000], [20.000000, 82.000000]]
268;2.200000e+01;8.400000e+01;[[20.000000, 82.000000], [24.000000,82.000000], [24.000000,86.000000], [20.000000, 86.000000]]
269;2.200000e+01;8.800000e+01;[[20.000000, 86.000000], [24.000000,86.000000], [24.000000,90.000000], [20.000000, 90.000000]]
270;2.600000e+01;-8.800000e+01;[[24.000000, -90.000000], [28.000000,-90.000000], [28.000000,-86.000000], [24.000000, -86.000000]]
271;2.600000e+01;-8.400000e+01;[[24.000000, -86.000000], [28.000000,-86.000000], [28.000000,-82.000000], [24.000000, -82.000000]]
272;2.600000e+01;-8.000000e+01;[[24.000000, -82.000000], [28.000000,-82.000000], [28.000000,-78.000000], [24.000000, -78.000000]]
273;2.600000e+01;-7.600000e+01;[[24.000000, -78.000000], [28.000000,-78.000000], [28.000000,-74.000000], [24.000000, -74.000000]]
274;2.600000e+01;-7.200000e+01;[[24.000000, -74.000000], [28.000000,-74.000000], [28.000000,-70.000000], [24.000000, -70.000000]]
275;2.600000e+01;-6.800000e+01;[[24.000000, -70.000000], [28.000000,-70.000000], [28.000000,-66.000000], [24.000000, -66.000000]]
276;2.600000e+01;-6.400000e+01;[[24.000000, -66.000000], [28.000000,-66.000000], [28.000000,-62.000000], [24.000000, -62.000000]]
277;2.600000e+01;-6.000000e+01;[[24.000000, -62.000000], [28.000000,-62.000000], [28.000000,-58.000000], [24.000000, -58.000000]]
278;2.600000e+01;-5.600000e+01;[[24.000000, -58.000000], [28.000000,-58.000000], [28.000000,-54.000000], [24.000000, -54.000000]]
279;2.600000e+01;-5.200000e+01;[[24.000000, -54.000000], [28.000000,-54.000000], [28.000000,-50.000000], [24.000000, -50.000000]]
280;2.600000e+01;-4.800000e+01;[[24.000000, -50.000000], [28.000000,-50.000000], [28.000000,-46.000000], [24.000000, -46.000000]]
281;2.600000e+01;-4.400000e+01;[[24.000000, -46.000000], [28.000000,-46.000000], [28.000000,-42.000000], [24.000000, -42.000000]]
282;2.600000e+01;-4.000000e+01;[[24.000000, -42.000000], [28.000000,-42.000000], [28.000000,-38.000000], [24.000000, -38.000000]]
283;2.600000e+01;-3.600000e+01;[[24.000000, -38.000000], [28.000000,-38.000000], [28.000000,-34.000000], [24.000000, -34.000000]]
284;2.600000e+01;-3.200000e+01;[[24.000000, -34.000000], [28.000000,-34.000000], [28.000000,-30.000000], [24.000000, -30.000000]]
285;2.600000e+01;-2.800000e+01;[[24.000000, -30.000000], [28.000000,-30.000000], [28.000000,-26.000000], [24.000000, -26.000000]]
286;2.600000e+01;-2.400000e+01;[[24.000000, -26.000000], [28.000000,-26.000000], [28.000000,-22.000000], [24.000000, -22.000000]]
287;2.600000e+01;-2.000000e+01;[[24.000000, -22.000000], [28.000000,-22.000000], [28.000000,-18.000000], [24.000000, -18.000000]]
288;2.600000e+01;-1.600000e+01;[[24.000000, -18.000000], [28.000000,-18.000000], [28.000000,-14.000000], [24.000000, -14.000000]]
289;2.600000e+01;-1.200000e+01;[[24.000000, -14.000000], [28.000000,-14.000000], [28.000000,-10.000000], [24.000000, -10.000000]]
290;2.600000e+01;-8.000000e+00;[[24.000000, -10.000000], [28.000000,-10.000000], [28.000000,-6.000000], [24.000000, -6.000000]]
291;2.600000e+01;-4.000000e+00;[[24.000000, -6.000000], [28.000000,-6.000000], [28.000000,-2.000000], [24.000000, -2.000000]]
292;2.600000e+01;0.000000e+00;[[24.000000, -2.000000], [28.000000,-2.000000], [28.000000,2.000000], [24.000000, 2.000000]]
293;2.600000e+01;4.000000e+00;[[24.000000, 2.000000], [28.000000,2.000000], [28.000000,6.000000], [24.000000, 6.000000]]
294;2.600000e+01;8.000000e+00;[[24.000000, 6.000000], [28.000000,6.000000], [28.000000,10.000000], [24.000000, 10.000000]]
295;2.600000e+01;1.200000e+01;[[24.000000, 10.000000], [28.000000,10.000000], [28.000000,14.000000], [24.000000, 14.000000]]
296;2.600000e+01;1.600000e+01;[[24.000000, 14.000000], [28.000000,14.000000], [28.000000,18.000000], [24.000000, 18.000000]]
297;2.600000e+01;2.000000e+01;[[24.000000, 18.000000], [28.000000,18.000000], [28.000000,22.000000], [24.000000, 22.000000]]
298;2.600000e+01;2.400000e+01;[[24.000000, 22.000000], [28.000000,22.000000], [28.000000,26.000000], [24.000000, 26.000000]]
299;2.600000e+01;2.800000e+01;[[24.000000, 26.000000], [28.000000,26.000000], [28.000000,30.000000], [24.000000, 30.000000]]
300;2.600000e+01;3.200000e+01;[[24.000000, 30.000000], [28.000000,30.000000], [28.000000,34.000000], [24.000000, 34.000000]]
301;2.600000e+01;3.600000e+01;[[24.000000, 34.000000], [28.000000,34.000000], [28.000000,38.000000], [24.000000, 38.000000]]
302;2.600000e+01;4.000000e+01;[[24.000000, 38.000000], [28.000000,38.000000], [28.000000,42.000000], [24.000000, 42.000000]]
303;2.600000e+01;4.400000e+01;[[24.000000, 42.000000], [28.000000,42.000000], [28.000000,46.000000], [24.000000, 46.000000]]
304;2.600000e+01;4.800000e+01;[[24.000000, 46.000000], [28.000000,46.000000], [28.000000,50.000000], [24.000000, 50.000000]]
305;2.600000e+01;5.200000e+01;[[24.000000, 50.000000], [28.000000,50.000000], [28.000000,54.000000], [24.000000, 54.000000]]
306;2.600000e+01;5.600000e+01;[[24.000000, 54.000000], [28.000000,54.000000], [28.000000,58.000000], [24.000000, 58.000000]]
307;2.600000e+01;6.000000e+01;[[24.000000, 58.000000], [28.000000,58.000000], [28.000000,62.000000], [24.000000, 62.000000]]
308;2.600000e+01;6.400000e+01;[[24.000000, 62.000000], [28.000000,62.000000], [28.000000,66.000000], [24.000000, 66.000000]]
309;2.600000e+01;6.800000e+01;[[24.000000, 66.000000], [28.000000,66.000000], [28.000000,70.000000], [24.000000, 70.000000]]
310;2.600000e+01;7.200000e+01;[[24.000000, 70.000000], [28.000000,70.000000], [28.000000,74.000000], [24.000000, 74.000000]]
311;2.600000e+01;7.600000e+01;[[24.000000, 74.000000], [28.000000,74.000000], [28.000000,78.000000], [24.000000, 78.000000]]
312;2.600000e+01;8.000000e+01;[[24.000000, 78.000000], [28.000000,78.000000], [28.000000,82.000000], [24.000000, 82.000000]]
313;2.600000e+01;8.400000e+01;[[24.000000, 82.000000], [28.000000,82.000000], [28.000000,86.000000], [24.000000, 86.000000]]
314;2.600000e+01;8.800000e+01;[[24.000000, 86.000000], [28.000000,86.000000], [28.000000,90.000000], [24.000000, 90.000000]]
315;3.000000e+01;-8.800000e+01;[[28.000000, -90.000000], [32.000000,-90.000000], [32.000000,-86.000000], [28.000000, -86.000000]]
316;3.000000e+01;-8.400000e+01;[[28.000000, -86.000000], [32.000000,-86.000000], [32.000000,-82.000000], [28.000000, -82.000000]]
317;3.000000e+01;-8.000000e+01;[[28.000000, -82.000000], [32.000000,-82.000000], [32.000000,-78.000000], [28.000000, -78.000000]]
318;3.000000e+01;-7.600000e+01;[[28.000000, -78.000000], [32.000000,-78.000000], [32.000000,-74.000000], [28.000000, -74.000000]]
319;3.000000e+01;-7.200000e+01;[[28.000000, -74.000000], [32.000000,-74.000000], [32.000000,-70.000000], [28.000000, -70.000000]]
320;3.000000e+01;-6.800000e+01;[[28.000000, -70.000000], [32.000000,-70.000000], [32.000000,-66.000000], [28.000000, -66.000000]]
321;3.000000e+01;-6.400000e+01;[[28.000000, -66.000000], [32.000000,-66.000000], [32.000000,-62.000000], [28.000000, -62.000000]]
322;3.000000e+01;-6.000000e+01;[[28.000000, -62.000000], [32.000000,-62.000000], [32.000000,-58.000000], [28.000000, -58.000000]]
323;3.000000e+01;-5.600000e+01;[[28.000000, -58.000000], [32.000000,-58.000000], [32.000000,-54.000000], [28.000000, -54.000000]]
324;3.000000e+01;-5.200000e+01;[[28.000000, -54.000000], [32.000000,-54.000000], [32.000000,-50.000000], [28.000000, -50.000000]]
325;3.000000e+01;-4.800000e+01;[[28.000000, -50.000000], [32.000000,-50.000000], [32.000000,-46.000000], [28.000000, -46.000000]]
326;3.000000e+01;-4.400000e+01;[[28.000000, -46.000000], [32.000000,-46.000000], [32.000000,-42.000000], [28.000000, -42.000000]]
327;3.000000e+01;-4.000000e+01;[[28.000000, -42.000000], [32.000000,-42.000000], [32.000000,-38.000000], [28.000000, -38.000000]]
328;3.000000e+01;-3.600000e+01;[[28.000000, -38.000000], [32.000000,-38.000000], [32.000000,-34.000000], [28.000000, -34.000000]]
329;3.000000e+01;-3.200000e+01;[[28.000000, -34.000000], [32.000000,-34.000000], [32.000000,-30.000000], [28.000000, -30.000000]]
330;3.000000e+01;-2.800000e+01;[[28.000000, -30.000000], [32.000000,-30.000000], [32.000000,-26.000000], [28.000000, -26.000000]]
331;3.000000e+01;-2.400000e+01;[[28.000000, -26.000000], [32.000000,-26.000000], [32.000000,-22.000000], [28.000000, -22.000000]]
332;3.000000e+01;-2.000000e+01;[[28.000000, -22.000000], [32.000000,-22.000000], [32.000000,-18.000000], [28.000000, -18.000000]]
333;3.000000e+01;-1.600000e+01;[[28.000000, -18.000000], [32.000000,-18.000000], [32.000000,-14.000000], [28.000000, -14.000000]]
334;3.000000e+01;-1.200000e+01;[[28.000000, -14.000000], [32.000000,-14.000000], [32.000000,-10.000000], [28.000000, -10.000000]]
335;3.000000e+01;-8.000000e+00;[[28.000000, -10.000000], [32.000000,-10.000000], [32.000000,-6.000000], [28.000000, -6.000000]]
336;3.000000e+01;-4.000000e+00;[[28.000000, -6.000000], [32.000000,-6.000000], [32.000000,-2.000000], [28.000000, -2.000000]]
337;3.000000e+01;0.000000e+00;[[28.000000, -2.000000], [32.000000,-2.000000], [32.000000,2.000000], [28.000000, 2.000000]]
338;3.000000e+01;4.000000e+00;[[28.000000, 2.000000], [32.000000,2.000000], [32.000000,6.000000], [28.000000, 6.000000]]
339;3.000000e+01;8.000000e+00;[[28.000000, 6.000000], [32.000000,6.000000], [32.000000,10.000000], [28.000000, 10.000000]]
340;3.000000e+01;1.200000e+01;[[28.000000, 10.000000], [32.000000,10.000000], [32.000000,14.000000], [28.000000, 14.000000]]
341;3.000000e+01;1.600000e+01;[[28.000000, 14.000000], [32.000000,14.000000], [32.000000,18.000000], [28.000000, 18.000000]]
342;3.000000e+01;2.000000e+01;[[28.000000, 18.000000], [32.000000,18.000000], [32.000000,22.000000], [28.000000, 22.000000]]
343;3.000000e+01;2.400000e+01;[[28.000000, 22.000000], [32.000000,22.000000], [32.000000,26.000000], [28.000000, 26.000000]]
344;3.000000e+01;2.800000e+01;[[28.000000, 26.000000], [32.000000,26.000000], [32.000000,30.000000], [28.000000, 30.000000]]
345;3.000000e+01;3.200000e+01;[[28.000000, 30.000000], [32.000000,30.000000], [32.000000,34.000000], [28.000000, 34.000000]]
346;3.000000e+01;3.600000e+01;[[28.000000, 34.000000], [32.000000,34.000000], [32.000000,38.000000], [28.000000, 38.000000]]
347;3.000000e+01;4.000000e+01;[[28.000000, 38.000000], [32.000000,38.000000], [32.000000,42.000000], [28.000000, 42.000000]]
348;3.000000e+01;4.400000e+01;[[28.000000, 42.000000], [32.000000,42.000000], [32.000000,46.000000], [28.000000, 46.000000]]
349;3.000000e+01;4.800000e+01;[[28.000000, 46.000000], [32.000000,46.000000], [32.000000,50.000000], [28.000000, 50.000000]]
350;3.000000e+01;5.200000e+01;[[28.000000, 50.000000], [32.000000,50.000000], [32.000000,54.000000], [28.000000, 54.000000]]
351;3.000000e+01;5.600000e+01;[[28.000000, 54.000000], [32.000000,54.000000], [32.000000,58.000000], [28.000000, 58.000000]]
352;3.000000e+01;6.000000e+01;[[28.000000, 58.000000], [32.000000,58.000000], [32.000000,62.000000], [28.000000, 62.000000]]
353;3.000000e+01;6.400000e+01;[[28.000000, 62.000000], [32.000000,62.000000], [32.000000,66.000000], [28.000000, 66.000000]]
354;3.000000e+01;6.800000e+01;[[28.000000, 66.000000], [32.000000,66.000000], [32.000000,70.000000], [28.000000, 70.000000]]
355;3.000000e+01;7.200000e+01;[[28.000000, 70.000000], [32.000000,70.000000], [32.000000,74.000000], [28.000000, 74.000000]]
356;3.000000e+01;7.600000e+01;[[28.000000, 74.000000], [32.000000,74.000000], [32.000000,78.000000], [28.000000, 78.000000]]
357;3.000000e+01;8.000000e+01;[[28.000000, 78.000000], [32.000000,78.000000], [32.000000,82.000000], [28.000000, 82.000000]]
358;3.000000e+01;8.400000e+01;[[28.000000, 82.000000], [32.000000,82.000000], [32.000000,86.000000], [28.000000, 86.000000]]
